,index,trial_type,trial_index,time_elapsed,subject,study_id,condition,rt,url,view_history,response,question_order,success,timeout,failed_images,failed_audio,failed_video,responses,filename,task,subj_id,label1,label2,mixtureCoeff,id1,id2,class_pair
880,990,multiple-slider,18,384799,3mm87v0ofjgn123,633dba58fdd310c8d2d6d7e5,6,16046.5,,,,"[0,1]",,,,,,"{""mixingcoeff"":27,""confidence"":64}",mixed_0.9_Bird_3525_Cat_1660.png,rate_mixture,,Bird,Cat,0.9,3525.0,1660.0,Bird_3525_Cat_1660.png
881,991,multiple-slider,19,404550,3mm87v0ofjgn123,633dba58fdd310c8d2d6d7e5,6,19746.29999998212,,,,"[0,1]",,,,,,"{""mixingcoeff"":10,""confidence"":84}",mixed_0.75_Automobile_7634_Horse_9943.png,rate_mixture,,Automobile,Horse,0.75,7634.0,9943.0,Automobile_7634_Horse_9943.png
882,992,multiple-slider,20,415899,3mm87v0ofjgn123,633dba58fdd310c8d2d6d7e5,6,11345.09999999404,,,,"[0,1]",,,,,,"{""mixingcoeff"":0,""confidence"":83}",mixed_0.9_Airplane_7347_Cat_143.png,rate_mixture,,Airplane,Cat,0.9,7347.0,143.0,Airplane_7347_Cat_143.png
883,993,multiple-slider,21,422249,3mm87v0ofjgn123,633dba58fdd310c8d2d6d7e5,6,6344.5,,,,"[0,1]",,,,,,"{""mixingcoeff"":50,""confidence"":50}",mixed_0.5_Deer_5414_Ship_7231.png,rate_mixture,,Deer,Ship,0.5,5414.0,7231.0,Deer_5414_Ship_7231.png
884,994,multiple-slider,22,433299,3mm87v0ofjgn123,633dba58fdd310c8d2d6d7e5,6,11045.5,,,,"[0,1]",,,,,,"{""mixingcoeff"":66,""confidence"":50}",mixed_0.5_Cat_5100_Horse_2791.png,rate_mixture,,Cat,Horse,0.5,5100.0,2791.0,Cat_5100_Horse_2791.png
885,995,multiple-slider,23,443399,3mm87v0ofjgn123,633dba58fdd310c8d2d6d7e5,6,10096.0,,,,"[0,1]",,,,,,"{""mixingcoeff"":87,""confidence"":73}",mixed_0.1_Cat_2243_Truck_1792.png,rate_mixture,,Cat,Truck,0.1,2243.0,1792.0,Cat_2243_Truck_1792.png
886,996,multiple-slider,24,451499,3mm87v0ofjgn123,633dba58fdd310c8d2d6d7e5,6,8096.100000023842,,,,"[0,1]",,,,,,"{""mixingcoeff"":100,""confidence"":100}",mixed_0.1_Deer_3402_Frog_9969.png,rate_mixture,,Deer,Frog,0.1,3402.0,9969.0,Deer_3402_Frog_9969.png
887,997,multiple-slider,25,461183,3mm87v0ofjgn123,633dba58fdd310c8d2d6d7e5,6,9679.0,,,,"[0,1]",,,,,,"{""mixingcoeff"":44,""confidence"":51}",mixed_0.5_Dog_4078_Ship_4961.png,rate_mixture,,Dog,Ship,0.5,4078.0,4961.0,Dog_4078_Ship_4961.png
888,998,multiple-slider,26,474766,3mm87v0ofjgn123,633dba58fdd310c8d2d6d7e5,6,13579.59999999404,,,,"[0,1]",,,,,,"{""mixingcoeff"":50,""confidence"":50}",mixed_0.5_Airplane_6548_Deer_4693.png,rate_mixture,,Airplane,Deer,0.5,6548.0,4693.0,Airplane_6548_Deer_4693.png
889,999,multiple-slider,27,483483,3mm87v0ofjgn123,633dba58fdd310c8d2d6d7e5,6,8712.300000011921,,,,"[0,1]",,,,,,"{""mixingcoeff"":19,""confidence"":65}",mixed_0.75_Automobile_2086_Cat_9505.png,rate_mixture,,Automobile,Cat,0.75,2086.0,9505.0,Automobile_2086_Cat_9505.png
890,1000,multiple-slider,28,494266,3mm87v0ofjgn123,633dba58fdd310c8d2d6d7e5,6,10778.899999976158,,,,"[0,1]",,,,,,"{""mixingcoeff"":78,""confidence"":50}",mixed_0.25_Bird_8427_Horse_13.png,rate_mixture,,Bird,Horse,0.25,8427.0,13.0,Bird_8427_Horse_13.png
891,1001,multiple-slider,29,509166,3mm87v0ofjgn123,633dba58fdd310c8d2d6d7e5,6,14895.79999998212,,,,"[0,1]",,,,,,"{""mixingcoeff"":36,""confidence"":50}",mixed_0.9_Frog_5843_Ship_2579.png,rate_mixture,,Frog,Ship,0.9,5843.0,2579.0,Frog_5843_Ship_2579.png
892,1002,multiple-slider,30,519416,3mm87v0ofjgn123,633dba58fdd310c8d2d6d7e5,6,10244.899999976158,,,,"[0,1]",,,,,,"{""mixingcoeff"":50,""confidence"":50}",mixed_0.75_Dog_3892_Frog_3238.png,rate_mixture,,Dog,Frog,0.75,3892.0,3238.0,Dog_3892_Frog_3238.png
893,1003,multiple-slider,31,527366,3mm87v0ofjgn123,633dba58fdd310c8d2d6d7e5,6,7946.199999988079,,,,"[0,1]",,,,,,"{""mixingcoeff"":87,""confidence"":50}",mixed_0.1_Horse_3405_Ship_6484.png,rate_mixture,,Horse,Ship,0.1,3405.0,6484.0,Horse_3405_Ship_6484.png
894,1004,multiple-slider,32,534566,3mm87v0ofjgn123,633dba58fdd310c8d2d6d7e5,6,7196.0,,,,"[0,1]",,,,,,"{""mixingcoeff"":50,""confidence"":50}",mixed_0.1_Frog_4301_Truck_7100.png,rate_mixture,,Frog,Truck,0.1,4301.0,7100.0,Frog_4301_Truck_7100.png
895,1005,multiple-slider,33,546033,3mm87v0ofjgn123,633dba58fdd310c8d2d6d7e5,6,11462.20000001788,,,,"[0,1]",,,,,,"{""mixingcoeff"":55,""confidence"":85}",mixed_0.5_Deer_3090_Horse_6818.png,rate_mixture,,Deer,Horse,0.5,3090.0,6818.0,Deer_3090_Horse_6818.png
896,1006,multiple-slider,34,557450,3mm87v0ofjgn123,633dba58fdd310c8d2d6d7e5,6,11412.69999998808,,,,"[0,1]",,,,,,"{""mixingcoeff"":0,""confidence"":100}",mixed_0.9_Horse_2089_Truck_4468.png,rate_mixture,,Horse,Truck,0.9,2089.0,4468.0,Horse_2089_Truck_4468.png
897,1007,multiple-slider,35,565232,3mm87v0ofjgn123,633dba58fdd310c8d2d6d7e5,6,7778.100000023842,,,,"[0,1]",,,,,,"{""mixingcoeff"":50,""confidence"":71}",mixed_0.5_Automobile_7376_Truck_8127.png,rate_mixture,,Automobile,Truck,0.5,7376.0,8127.0,Automobile_7376_Truck_8127.png
898,1008,multiple-slider,36,578065,3mm87v0ofjgn123,633dba58fdd310c8d2d6d7e5,6,12828.899999976158,,,,"[0,1]",,,,,,"{""mixingcoeff"":62,""confidence"":45}",mixed_0.25_Ship_4961_Truck_4540.png,rate_mixture,,Ship,Truck,0.25,4961.0,4540.0,Ship_4961_Truck_4540.png
899,1009,multiple-slider,37,590316,3mm87v0ofjgn123,633dba58fdd310c8d2d6d7e5,6,12246.59999999404,,,,"[0,1]",,,,,,"{""mixingcoeff"":91,""confidence"":90}",mixed_0.1_Frog_9402_Horse_2881.png,rate_mixture,,Frog,Horse,0.1,9402.0,2881.0,Frog_9402_Horse_2881.png
900,1010,multiple-slider,38,603866,3mm87v0ofjgn123,633dba58fdd310c8d2d6d7e5,6,13546.19999998808,,,,"[0,1]",,,,,,"{""mixingcoeff"":87,""confidence"":64}",mixed_0.25_Airplane_1203_Frog_7091.png,rate_mixture,,Airplane,Frog,0.25,1203.0,7091.0,Airplane_1203_Frog_7091.png
901,1011,multiple-slider,39,610782,3mm87v0ofjgn123,633dba58fdd310c8d2d6d7e5,6,6911.59999999404,,,,"[0,1]",,,,,,"{""mixingcoeff"":50,""confidence"":50}",mixed_0.25_Automobile_3517_Bird_821.png,rate_mixture,,Automobile,Bird,0.25,3517.0,821.0,Automobile_3517_Bird_821.png
902,1012,multiple-slider,40,619233,3mm87v0ofjgn123,633dba58fdd310c8d2d6d7e5,6,8446.40000000596,,,,"[0,1]",,,,,,"{""mixingcoeff"":39,""confidence"":68}",mixed_0.75_Automobile_3517_Dog_5673.png,rate_mixture,,Automobile,Dog,0.75,3517.0,5673.0,Automobile_3517_Dog_5673.png
903,1013,multiple-slider,41,630182,3mm87v0ofjgn123,633dba58fdd310c8d2d6d7e5,6,10945.0,,,,"[0,1]",,,,,,"{""mixingcoeff"":68,""confidence"":68}",mixed_0.75_Airplane_1664_Truck_4091.png,rate_mixture,,Airplane,Truck,0.75,1664.0,4091.0,Airplane_1664_Truck_4091.png
904,1014,multiple-slider,42,644349,3mm87v0ofjgn123,633dba58fdd310c8d2d6d7e5,6,14163.30000001192,,,,"[0,1]",,,,,,"{""mixingcoeff"":50,""confidence"":50}",mixed_0.75_Bird_3593_Dog_1559.png,rate_mixture,,Bird,Dog,0.75,3593.0,1559.0,Bird_3593_Dog_1559.png
905,1015,multiple-slider,43,653116,3mm87v0ofjgn123,633dba58fdd310c8d2d6d7e5,6,8763.09999999404,,,,"[0,1]",,,,,,"{""mixingcoeff"":83,""confidence"":78}",mixed_0.1_Frog_4130_Truck_9159.png,rate_mixture,,Frog,Truck,0.1,4130.0,9159.0,Frog_4130_Truck_9159.png
906,1016,multiple-slider,44,658316,3mm87v0ofjgn123,633dba58fdd310c8d2d6d7e5,6,5195.699999988079,,,,"[0,1]",,,,,,"{""mixingcoeff"":50,""confidence"":50}",mixed_0.75_Deer_8989_Dog_9261.png,rate_mixture,,Deer,Dog,0.75,8989.0,9261.0,Deer_8989_Dog_9261.png
907,1017,multiple-slider,45,665165,3mm87v0ofjgn123,633dba58fdd310c8d2d6d7e5,6,6845.699999988079,,,,"[0,1]",,,,,,"{""mixingcoeff"":50,""confidence"":64}",mixed_0.5_Automobile_4930_Cat_4864.png,rate_mixture,,Automobile,Cat,0.5,4930.0,4864.0,Automobile_4930_Cat_4864.png
908,1018,multiple-slider,46,674515,3mm87v0ofjgn123,633dba58fdd310c8d2d6d7e5,6,9345.90000000596,,,,"[0,1]",,,,,,"{""mixingcoeff"":3,""confidence"":93}",mixed_0.75_Automobile_8445_Cat_7579.png,rate_mixture,,Automobile,Cat,0.75,8445.0,7579.0,Automobile_8445_Cat_7579.png
909,1019,multiple-slider,47,683150,3mm87v0ofjgn123,633dba58fdd310c8d2d6d7e5,6,8630.100000023842,,,,"[0,1]",,,,,,"{""mixingcoeff"":39,""confidence"":73}",mixed_0.75_Automobile_8866_Ship_8015.png,rate_mixture,,Automobile,Ship,0.75,8866.0,8015.0,Automobile_8866_Ship_8015.png
910,1020,multiple-slider,48,689967,3mm87v0ofjgn123,633dba58fdd310c8d2d6d7e5,6,6812.0,,,,"[0,1]",,,,,,"{""mixingcoeff"":50,""confidence"":64}",mixed_0.75_Airplane_2041_Ship_6734.png,rate_mixture,,Airplane,Ship,0.75,2041.0,6734.0,Airplane_2041_Ship_6734.png
911,1021,multiple-slider,49,697583,3mm87v0ofjgn123,633dba58fdd310c8d2d6d7e5,6,7611.0,,,,"[0,1]",,,,,,"{""mixingcoeff"":16,""confidence"":73}",mixed_0.75_Horse_7332_Ship_1488.png,rate_mixture,,Horse,Ship,0.75,7332.0,1488.0,Horse_7332_Ship_1488.png
912,1022,multiple-slider,50,707732,3mm87v0ofjgn123,633dba58fdd310c8d2d6d7e5,6,10145.59999999404,,,,"[0,1]",,,,,,"{""mixingcoeff"":50,""confidence"":63}",mixed_0.75_Bird_2301_Horse_20.png,rate_mixture,,Bird,Horse,0.75,2301.0,20.0,Bird_2301_Horse_20.png
913,1023,multiple-slider,51,723600,3mm87v0ofjgn123,633dba58fdd310c8d2d6d7e5,6,15863.0,,,,"[0,1]",,,,,,"{""mixingcoeff"":17,""confidence"":71}",mixed_0.75_Bird_4462_Truck_5763.png,rate_mixture,,Bird,Truck,0.75,4462.0,5763.0,Bird_4462_Truck_5763.png
914,1024,multiple-slider,52,731983,3mm87v0ofjgn123,633dba58fdd310c8d2d6d7e5,6,8378.700000017881,,,,"[0,1]",,,,,,"{""mixingcoeff"":93,""confidence"":68}",mixed_0.1_Frog_6264_Truck_4481.png,rate_mixture,,Frog,Truck,0.1,6264.0,4481.0,Frog_6264_Truck_4481.png
915,1025,multiple-slider,53,744201,3mm87v0ofjgn123,633dba58fdd310c8d2d6d7e5,6,12214.0,,,,"[0,1]",,,,,,"{""mixingcoeff"":50,""confidence"":60}",mixed_0.5_Cat_6200_Deer_7763.png,rate_mixture,,Cat,Deer,0.5,6200.0,7763.0,Cat_6200_Deer_7763.png
916,1026,multiple-slider,54,751316,3mm87v0ofjgn123,633dba58fdd310c8d2d6d7e5,6,7110.399999976158,,,,"[0,1]",,,,,,"{""mixingcoeff"":0,""confidence"":100}",mixed_0.9_Dog_7147_Frog_5895.png,rate_mixture,,Dog,Frog,0.9,7147.0,5895.0,Dog_7147_Frog_5895.png
917,1027,multiple-slider,55,765249,3mm87v0ofjgn123,633dba58fdd310c8d2d6d7e5,6,13929.59999999404,,,,"[0,1]",,,,,,"{""mixingcoeff"":12,""confidence"":78}",mixed_0.75_Bird_4565_Ship_9371.png,rate_mixture,,Bird,Ship,0.75,4565.0,9371.0,Bird_4565_Ship_9371.png
918,1028,multiple-slider,56,772783,3mm87v0ofjgn123,633dba58fdd310c8d2d6d7e5,6,7529.90000000596,,,,"[0,1]",,,,,,"{""mixingcoeff"":11,""confidence"":95}",mixed_0.9_Frog_4073_Ship_4258.png,rate_mixture,,Frog,Ship,0.9,4073.0,4258.0,Frog_4073_Ship_4258.png
919,1029,multiple-slider,57,778882,3mm87v0ofjgn123,633dba58fdd310c8d2d6d7e5,6,6095.800000011921,,,,"[0,1]",,,,,,"{""mixingcoeff"":50,""confidence"":67}",mixed_0.75_Bird_2423_Truck_3626.png,rate_mixture,,Bird,Truck,0.75,2423.0,3626.0,Bird_2423_Truck_3626.png
920,1030,multiple-slider,58,798966,3mm87v0ofjgn123,633dba58fdd310c8d2d6d7e5,6,20078.59999999404,,,,"[0,1]",,,,,,"{""mixingcoeff"":82,""confidence"":77}",mixed_0.25_Cat_4933_Deer_7918.png,rate_mixture,,Cat,Deer,0.25,4933.0,7918.0,Cat_4933_Deer_7918.png
921,1031,multiple-slider,59,806216,3mm87v0ofjgn123,633dba58fdd310c8d2d6d7e5,6,7246.299999982119,,,,"[0,1]",,,,,,"{""mixingcoeff"":0,""confidence"":100}",mixed_0.9_Bird_6773_Frog_4700.png,rate_mixture,,Bird,Frog,0.9,6773.0,4700.0,Bird_6773_Frog_4700.png
922,1032,multiple-slider,60,814749,3mm87v0ofjgn123,633dba58fdd310c8d2d6d7e5,6,8527.799999982119,,,,"[0,1]",,,,,,"{""mixingcoeff"":0,""confidence"":100}",mixed_0.75_Bird_123_Ship_5466.png,rate_mixture,,Bird,Ship,0.75,123.0,5466.0,Bird_123_Ship_5466.png
923,1033,multiple-slider,61,825649,3mm87v0ofjgn123,633dba58fdd310c8d2d6d7e5,6,10896.30000001192,,,,"[0,1]",,,,,,"{""mixingcoeff"":9,""confidence"":92}",mixed_0.75_Automobile_1212_Ship_4083.png,rate_mixture,,Automobile,Ship,0.75,1212.0,4083.0,Automobile_1212_Ship_4083.png
924,1034,multiple-slider,62,831899,3mm87v0ofjgn123,633dba58fdd310c8d2d6d7e5,6,6245.800000011921,,,,"[0,1]",,,,,,"{""mixingcoeff"":50,""confidence"":34}",mixed_0.1_Automobile_9427_Cat_8633.png,rate_mixture,,Automobile,Cat,0.1,9427.0,8633.0,Automobile_9427_Cat_8633.png
925,1035,multiple-slider,63,840833,3mm87v0ofjgn123,633dba58fdd310c8d2d6d7e5,6,8929.59999999404,,,,"[0,1]",,,,,,"{""mixingcoeff"":50,""confidence"":64}",mixed_0.25_Frog_2024_Ship_2511.png,rate_mixture,,Frog,Ship,0.25,2024.0,2511.0,Frog_2024_Ship_2511.png
926,1036,multiple-slider,64,849967,3mm87v0ofjgn123,633dba58fdd310c8d2d6d7e5,6,9129.0,,,,"[0,1]",,,,,,"{""mixingcoeff"":100,""confidence"":100}",mixed_0.25_Airplane_3754_Frog_7389.png,rate_mixture,,Airplane,Frog,0.25,3754.0,7389.0,Airplane_3754_Frog_7389.png
927,1037,multiple-slider,65,864633,3mm87v0ofjgn123,633dba58fdd310c8d2d6d7e5,6,14662.0,,,,"[0,1]",,,,,,"{""mixingcoeff"":17,""confidence"":83}",mixed_0.5_Automobile_8297_Bird_7022.png,rate_mixture,,Automobile,Bird,0.5,8297.0,7022.0,Automobile_8297_Bird_7022.png
928,1038,multiple-slider,66,874716,3mm87v0ofjgn123,633dba58fdd310c8d2d6d7e5,6,10080.100000023842,,,,"[0,1]",,,,,,"{""mixingcoeff"":50,""confidence"":51}",mixed_0.5_Deer_5414_Ship_7231.png,rerun_rate_mixture,,Deer,Ship,0.5,5414.0,7231.0,Deer_5414_Ship_7231.png
929,1039,multiple-slider,67,885766,3mm87v0ofjgn123,633dba58fdd310c8d2d6d7e5,6,11045.40000000596,,,,"[0,1]",,,,,,"{""mixingcoeff"":57,""confidence"":53}",mixed_0.5_Airplane_6548_Deer_4693.png,rerun_rate_mixture,,Airplane,Deer,0.5,6548.0,4693.0,Airplane_6548_Deer_4693.png
930,1047,multiple-slider,6,154737,g3egk2o5ky6jk66,633dba58fdd310c8d2d6d7e5,2,15732.199999809263,,,,"[0,1]",,,,,,"{""mixingcoeff"":100,""confidence"":90}",mixed_0.1_Frog_1079_Horse_4214.png,rate_mixture,,Frog,Horse,0.1,1079.0,4214.0,Frog_1079_Horse_4214.png
931,1048,multiple-slider,7,166291,g3egk2o5ky6jk66,633dba58fdd310c8d2d6d7e5,2,11550.899999856949,,,,"[0,1]",,,,,,"{""mixingcoeff"":50,""confidence"":73}",mixed_0.5_Cat_8231_Truck_9492.png,rate_mixture,,Cat,Truck,0.5,8231.0,9492.0,Cat_8231_Truck_9492.png
932,1049,multiple-slider,8,183836,g3egk2o5ky6jk66,633dba58fdd310c8d2d6d7e5,2,17541.099999904633,,,,"[0,1]",,,,,,"{""mixingcoeff"":74,""confidence"":83}",mixed_0.1_Automobile_1904_Deer_9840.png,rate_mixture,,Automobile,Deer,0.1,1904.0,9840.0,Automobile_1904_Deer_9840.png
933,1050,multiple-slider,9,197829,g3egk2o5ky6jk66,633dba58fdd310c8d2d6d7e5,2,13990.299999952316,,,,"[0,1]",,,,,,"{""mixingcoeff"":42,""confidence"":72}",mixed_0.75_Cat_7475_Horse_1478.png,rate_mixture,,Cat,Horse,0.75,7475.0,1478.0,Cat_7475_Horse_1478.png
934,1051,multiple-slider,10,220097,g3egk2o5ky6jk66,633dba58fdd310c8d2d6d7e5,2,22264.599999904636,,,,"[0,1]",,,,,,"{""mixingcoeff"":16,""confidence"":85}",mixed_0.9_Automobile_7243_Ship_8875.png,rate_mixture,,Automobile,Ship,0.9,7243.0,8875.0,Automobile_7243_Ship_8875.png
935,1052,multiple-slider,11,230681,g3egk2o5ky6jk66,633dba58fdd310c8d2d6d7e5,2,10582.099999904633,,,,"[0,1]",,,,,,"{""mixingcoeff"":0,""confidence"":100}",mixed_0.9_Automobile_6104_Horse_5601.png,rate_mixture,,Automobile,Horse,0.9,6104.0,5601.0,Automobile_6104_Horse_5601.png
936,1053,multiple-slider,12,241873,g3egk2o5ky6jk66,633dba58fdd310c8d2d6d7e5,2,11187.700000047684,,,,"[0,1]",,,,,,"{""mixingcoeff"":81,""confidence"":96}",mixed_0.5_Dog_9337_Truck_253.png,rate_mixture,,Dog,Truck,0.5,9337.0,253.0,Dog_9337_Truck_253.png
937,1054,multiple-slider,13,258185,g3egk2o5ky6jk66,633dba58fdd310c8d2d6d7e5,2,16308.800000190737,,,,"[0,1]",,,,,,"{""mixingcoeff"":12,""confidence"":96}",mixed_0.75_Automobile_1930_Bird_4690.png,rate_mixture,,Automobile,Bird,0.75,1930.0,4690.0,Automobile_1930_Bird_4690.png
938,1055,multiple-slider,14,268488,g3egk2o5ky6jk66,633dba58fdd310c8d2d6d7e5,2,10300.300000190737,,,,"[0,1]",,,,,,"{""mixingcoeff"":93,""confidence"":92}",mixed_0.1_Airplane_6712_Horse_826.png,rate_mixture,,Airplane,Horse,0.1,6712.0,826.0,Airplane_6712_Horse_826.png
939,1056,multiple-slider,15,274743,g3egk2o5ky6jk66,633dba58fdd310c8d2d6d7e5,2,6251.099999904633,,,,"[0,1]",,,,,,"{""mixingcoeff"":100,""confidence"":100}",mixed_0.1_Airplane_52_Frog_3640.png,rate_mixture,,Airplane,Frog,0.1,52.0,3640.0,Airplane_52_Frog_3640.png
940,1057,multiple-slider,16,283673,g3egk2o5ky6jk66,633dba58fdd310c8d2d6d7e5,2,8927.899999856949,,,,"[0,1]",,,,,,"{""mixingcoeff"":0,""confidence"":100}",mixed_0.9_Deer_3952_Truck_8652.png,rate_mixture,,Deer,Truck,0.9,3952.0,8652.0,Deer_3952_Truck_8652.png
941,1058,multiple-slider,17,293494,g3egk2o5ky6jk66,633dba58fdd310c8d2d6d7e5,2,9817.0,,,,"[0,1]",,,,,,"{""mixingcoeff"":50,""confidence"":82}",mixed_0.9_Cat_5578_Ship_3537.png,rate_mixture,,Cat,Ship,0.9,5578.0,3537.0,Cat_5578_Ship_3537.png
942,1059,multiple-slider,18,304308,g3egk2o5ky6jk66,633dba58fdd310c8d2d6d7e5,2,10811.800000190737,,,,"[0,1]",,,,,,"{""mixingcoeff"":28,""confidence"":84}",mixed_0.75_Airplane_9273_Dog_9257.png,rate_mixture,,Airplane,Dog,0.75,9273.0,9257.0,Airplane_9273_Dog_9257.png
943,1060,multiple-slider,19,314356,g3egk2o5ky6jk66,633dba58fdd310c8d2d6d7e5,2,10042.700000047684,,,,"[0,1]",,,,,,"{""mixingcoeff"":80,""confidence"":88}",mixed_0.5_Bird_843_Horse_5795.png,rate_mixture,,Bird,Horse,0.5,843.0,5795.0,Bird_843_Horse_5795.png
944,1061,multiple-slider,20,321200,g3egk2o5ky6jk66,633dba58fdd310c8d2d6d7e5,2,6840.899999856949,,,,"[0,1]",,,,,,"{""mixingcoeff"":50,""confidence"":100}",mixed_0.75_Ship_2135_Truck_7844.png,rate_mixture,,Ship,Truck,0.75,2135.0,7844.0,Ship_2135_Truck_7844.png
945,1062,multiple-slider,21,329635,g3egk2o5ky6jk66,633dba58fdd310c8d2d6d7e5,2,8433.099999904633,,,,"[0,1]",,,,,,"{""mixingcoeff"":5,""confidence"":98}",mixed_0.75_Frog_4291_Truck_3344.png,rate_mixture,,Frog,Truck,0.75,4291.0,3344.0,Frog_4291_Truck_3344.png
946,1063,multiple-slider,22,338351,g3egk2o5ky6jk66,633dba58fdd310c8d2d6d7e5,2,8713.599999904633,,,,"[0,1]",,,,,,"{""mixingcoeff"":0,""confidence"":100}",mixed_0.75_Automobile_3647_Dog_3808.png,rate_mixture,,Automobile,Dog,0.75,3647.0,3808.0,Automobile_3647_Dog_3808.png
947,1064,multiple-slider,23,348763,g3egk2o5ky6jk66,633dba58fdd310c8d2d6d7e5,2,10408.0,,,,"[0,1]",,,,,,"{""mixingcoeff"":33,""confidence"":85}",mixed_0.5_Cat_5490_Frog_4066.png,rate_mixture,,Cat,Frog,0.5,5490.0,4066.0,Cat_5490_Frog_4066.png
948,1065,multiple-slider,24,363499,g3egk2o5ky6jk66,633dba58fdd310c8d2d6d7e5,2,14733.100000143051,,,,"[0,1]",,,,,,"{""mixingcoeff"":0,""confidence"":100}",mixed_0.9_Dog_3613_Ship_348.png,rate_mixture,,Dog,Ship,0.9,3613.0,348.0,Dog_3613_Ship_348.png
949,1066,multiple-slider,25,377883,g3egk2o5ky6jk66,633dba58fdd310c8d2d6d7e5,2,14380.299999952316,,,,"[0,1]",,,,,,"{""mixingcoeff"":70,""confidence"":100}",mixed_0.25_Bird_3003_Dog_7124.png,rate_mixture,,Bird,Dog,0.25,3003.0,7124.0,Bird_3003_Dog_7124.png
950,1067,multiple-slider,26,385827,g3egk2o5ky6jk66,633dba58fdd310c8d2d6d7e5,2,7940.100000143051,,,,"[0,1]",,,,,,"{""mixingcoeff"":0,""confidence"":100}",mixed_0.9_Bird_3721_Cat_332.png,rate_mixture,,Bird,Cat,0.9,3721.0,332.0,Bird_3721_Cat_332.png
951,1068,multiple-slider,27,391710,g3egk2o5ky6jk66,633dba58fdd310c8d2d6d7e5,2,5880.400000095367,,,,"[0,1]",,,,,,"{""mixingcoeff"":100,""confidence"":100}",mixed_0.25_Bird_3604_Dog_9348.png,rate_mixture,,Bird,Dog,0.25,3604.0,9348.0,Bird_3604_Dog_9348.png
952,1069,multiple-slider,28,402445,g3egk2o5ky6jk66,633dba58fdd310c8d2d6d7e5,2,10731.5,,,,"[0,1]",,,,,,"{""mixingcoeff"":0,""confidence"":100}",mixed_0.75_Airplane_3782_Deer_5187.png,rate_mixture,,Airplane,Deer,0.75,3782.0,5187.0,Airplane_3782_Deer_5187.png
953,1070,multiple-slider,29,411348,g3egk2o5ky6jk66,633dba58fdd310c8d2d6d7e5,2,8899.899999856949,,,,"[0,1]",,,,,,"{""mixingcoeff"":94,""confidence"":100}",mixed_0.5_Airplane_8572_Automobile_2875.png,rate_mixture,,Airplane,Automobile,0.5,8572.0,2875.0,Airplane_8572_Automobile_2875.png
954,1071,multiple-slider,30,427573,g3egk2o5ky6jk66,633dba58fdd310c8d2d6d7e5,2,16221.700000047684,,,,"[0,1]",,,,,,"{""mixingcoeff"":72,""confidence"":100}",mixed_0.5_Deer_5885_Truck_8054.png,rate_mixture,,Deer,Truck,0.5,5885.0,8054.0,Deer_5885_Truck_8054.png
955,1072,multiple-slider,31,438369,g3egk2o5ky6jk66,633dba58fdd310c8d2d6d7e5,2,10793.0,,,,"[0,1]",,,,,,"{""mixingcoeff"":50,""confidence"":74}",mixed_0.1_Airplane_1319_Ship_3829.png,rate_mixture,,Airplane,Ship,0.1,1319.0,3829.0,Airplane_1319_Ship_3829.png
956,1073,multiple-slider,32,444374,g3egk2o5ky6jk66,633dba58fdd310c8d2d6d7e5,2,6003.0,,,,"[0,1]",,,,,,"{""mixingcoeff"":0,""confidence"":100}",mixed_0.75_Bird_8810_Dog_2472.png,rate_mixture,,Bird,Dog,0.75,8810.0,2472.0,Bird_8810_Dog_2472.png
957,1074,multiple-slider,33,450129,g3egk2o5ky6jk66,633dba58fdd310c8d2d6d7e5,2,5751.399999856949,,,,"[0,1]",,,,,,"{""mixingcoeff"":100,""confidence"":100}",mixed_0.25_Deer_8861_Truck_285.png,rate_mixture,,Deer,Truck,0.25,8861.0,285.0,Deer_8861_Truck_285.png
958,1075,multiple-slider,34,463384,g3egk2o5ky6jk66,633dba58fdd310c8d2d6d7e5,2,13251.900000095367,,,,"[0,1]",,,,,,"{""mixingcoeff"":79,""confidence"":75}",mixed_0.25_Bird_2011_Frog_8923.png,rate_mixture,,Bird,Frog,0.25,2011.0,8923.0,Bird_2011_Frog_8923.png
959,1076,multiple-slider,35,470529,g3egk2o5ky6jk66,633dba58fdd310c8d2d6d7e5,2,7142.0,,,,"[0,1]",,,,,,"{""mixingcoeff"":90,""confidence"":66}",mixed_0.1_Airplane_9841_Dog_5101.png,rate_mixture,,Airplane,Dog,0.1,9841.0,5101.0,Airplane_9841_Dog_5101.png
960,1077,multiple-slider,36,478210,g3egk2o5ky6jk66,633dba58fdd310c8d2d6d7e5,2,7677.100000143051,,,,"[0,1]",,,,,,"{""mixingcoeff"":100,""confidence"":92}",mixed_0.1_Airplane_1090_Cat_646.png,rate_mixture,,Airplane,Cat,0.1,1090.0,646.0,Airplane_1090_Cat_646.png
961,1078,multiple-slider,37,487745,g3egk2o5ky6jk66,633dba58fdd310c8d2d6d7e5,2,9521.5,,,,"[0,1]",,,,,,"{""mixingcoeff"":2,""confidence"":95}",mixed_0.9_Cat_7879_Frog_8038.png,rate_mixture,,Cat,Frog,0.9,7879.0,8038.0,Cat_7879_Frog_8038.png
962,1079,multiple-slider,38,495663,g3egk2o5ky6jk66,633dba58fdd310c8d2d6d7e5,2,7911.200000047684,,,,"[0,1]",,,,,,"{""mixingcoeff"":94,""confidence"":94}",mixed_0.25_Airplane_7851_Deer_1522.png,rate_mixture,,Airplane,Deer,0.25,7851.0,1522.0,Airplane_7851_Deer_1522.png
