,index,trial_type,trial_index,time_elapsed,subject,study_id,condition,rt,url,view_history,response,question_order,success,timeout,failed_images,failed_audio,failed_video,task,class_pair
143,177,survey-html-form,21,173304,1sd7x6dt9so63zo,633e13ba656728259b9f46cb,7,4007.200000047684,,,"{""select"":""select0.6""}",,,,,,,select_shuffled,Bird_2856_Dog_5694
144,178,survey-html-form,22,176443,1sd7x6dt9so63zo,633e13ba656728259b9f46cb,7,3132.9000000953674,,,"{""select"":""select0.5""}",,,,,,,select_shuffled,Airplane_7115_Horse_4019
145,179,survey-html-form,23,182277,1sd7x6dt9so63zo,633e13ba656728259b9f46cb,7,5827.799999952316,,,"{""select"":""select0.4""}",,,,,,,select_shuffled,Cat_2840_Frog_3427
146,180,survey-html-form,24,186559,1sd7x6dt9so63zo,633e13ba656728259b9f46cb,7,4266.300000190735,,,"{""select"":""select0.2""}",,,,,,,select_shuffled,Cat_608_Frog_1985
147,181,survey-html-form,25,192663,1sd7x6dt9so63zo,633e13ba656728259b9f46cb,7,6094.5,,,"{""select"":""select0.4""}",,,,,,,select_shuffled,Airplane_6970_Truck_9177
148,182,survey-html-form,26,197199,1sd7x6dt9so63zo,633e13ba656728259b9f46cb,7,4527.0,,,"{""select"":""select0.4""}",,,,,,,select_shuffled,Cat_426_Dog_8766
149,183,survey-html-form,27,200808,1sd7x6dt9so63zo,633e13ba656728259b9f46cb,7,3602.7999999523163,,,"{""select"":""select0.7""}",,,,,,,select_shuffled,Bird_776_Ship_711
150,184,survey-html-form,28,205730,1sd7x6dt9so63zo,633e13ba656728259b9f46cb,7,4910.200000047684,,,"{""select"":""select0.5""}",,,,,,,select_shuffled,Frog_512_Horse_1477
151,185,survey-html-form,29,212688,1sd7x6dt9so63zo,633e13ba656728259b9f46cb,7,6949.0,,,"{""select"":""select0.6""}",,,,,,,select_shuffled,Airplane_8935_Cat_8658
152,186,survey-html-form,30,217182,1sd7x6dt9so63zo,633e13ba656728259b9f46cb,7,4483.100000143051,,,"{""select"":""select0.6""}",,,,,,,select_shuffled,Bird_5771_Truck_1344
153,187,survey-html-form,31,220940,1sd7x6dt9so63zo,633e13ba656728259b9f46cb,7,3751.899999856949,,,"{""select"":""select0.3""}",,,,,,,select_shuffled,Automobile_7487_Bird_9825
154,188,survey-html-form,32,226320,1sd7x6dt9so63zo,633e13ba656728259b9f46cb,7,5368.400000095367,,,"{""select"":""select0.6""}",,,,,,,select_shuffled,Airplane_4557_Automobile_6100
155,189,survey-html-form,33,229769,1sd7x6dt9so63zo,633e13ba656728259b9f46cb,7,3442.2999999523163,,,"{""select"":""select0.6""}",,,,,,,select_shuffled,Automobile_5132_Truck_4770
156,190,survey-html-form,34,232505,1sd7x6dt9so63zo,633e13ba656728259b9f46cb,7,2728.7999999523163,,,"{""select"":""select0.5""}",,,,,,,select_shuffled,Bird_4873_Deer_4677
157,191,survey-html-form,35,235299,1sd7x6dt9so63zo,633e13ba656728259b9f46cb,7,2787.0,,,"{""select"":""select0.5""}",,,,,,,select_shuffled,Deer_5888_Dog_6835
158,192,survey-html-form,36,237746,1sd7x6dt9so63zo,633e13ba656728259b9f46cb,7,2440.0,,,"{""select"":""select0.9""}",,,,,,,rerun_select_shuffled,Deer_1300_Frog_6731
159,193,survey-html-form,37,242472,1sd7x6dt9so63zo,633e13ba656728259b9f46cb,7,4721.900000095367,,,"{""select"":""select0.5""}",,,,,,,rerun_select_shuffled,Deer_4399_Dog_4934
160,205,survey-html-form,10,197982,ztxporwst5mw21m,633e13ba656728259b9f46cb,8,14473.0,,,"{""select"":""select0.4""}",,,,,,,select_shuffled,Automobile_2645_Dog_4764
161,206,survey-html-form,11,205845,ztxporwst5mw21m,633e13ba656728259b9f46cb,8,7861.0,,,"{""select"":""select0.5""}",,,,,,,select_shuffled,Deer_6992_Dog_7828
162,207,survey-html-form,12,211246,ztxporwst5mw21m,633e13ba656728259b9f46cb,8,5398.0,,,"{""select"":""select0.8""}",,,,,,,select_shuffled,Horse_87_Truck_3409
163,208,survey-html-form,13,219791,ztxporwst5mw21m,633e13ba656728259b9f46cb,8,8544.0,,,"{""select"":""select0.6""}",,,,,,,select_shuffled,Bird_5738_Truck_9324
164,209,survey-html-form,14,227658,ztxporwst5mw21m,633e13ba656728259b9f46cb,8,7864.0,,,"{""select"":""select0.4""}",,,,,,,select_shuffled,Automobile_6742_Cat_6311
165,210,survey-html-form,15,236996,ztxporwst5mw21m,633e13ba656728259b9f46cb,8,9337.0,,,"{""select"":""select0.7""}",,,,,,,select_shuffled,Horse_1934_Ship_6296
166,211,survey-html-form,16,252700,ztxporwst5mw21m,633e13ba656728259b9f46cb,8,15701.0,,,"{""select"":""select0.9""}",,,,,,,select_shuffled,Airplane_3497_Ship_8913
167,212,survey-html-form,17,270932,ztxporwst5mw21m,633e13ba656728259b9f46cb,8,18231.0,,,"{""select"":""select0.4""}",,,,,,,select_shuffled,Deer_9393_Truck_4588
168,213,survey-html-form,18,278506,ztxporwst5mw21m,633e13ba656728259b9f46cb,8,7572.0,,,"{""select"":""select0.6""}",,,,,,,select_shuffled,Airplane_6118_Deer_6855
169,214,survey-html-form,19,292490,ztxporwst5mw21m,633e13ba656728259b9f46cb,8,13981.0,,,"{""select"":""select0.5""}",,,,,,,select_shuffled,Airplane_6494_Deer_3507
170,215,survey-html-form,20,300972,ztxporwst5mw21m,633e13ba656728259b9f46cb,8,8481.0,,,"{""select"":""select0.5""}",,,,,,,select_shuffled,Dog_2525_Truck_1082
171,216,survey-html-form,21,306634,ztxporwst5mw21m,633e13ba656728259b9f46cb,8,5659.0,,,"{""select"":""select0.4""}",,,,,,,select_shuffled,Cat_1603_Dog_9798
172,217,survey-html-form,22,311292,ztxporwst5mw21m,633e13ba656728259b9f46cb,8,4657.0,,,"{""select"":""select0.3""}",,,,,,,select_shuffled,Cat_1050_Ship_6524
173,218,survey-html-form,23,318833,ztxporwst5mw21m,633e13ba656728259b9f46cb,8,7541.0,,,"{""select"":""select0.7""}",,,,,,,select_shuffled,Airplane_8925_Bird_751
174,219,survey-html-form,24,330813,ztxporwst5mw21m,633e13ba656728259b9f46cb,8,11979.0,,,"{""select"":""select0.5""}",,,,,,,select_shuffled,Dog_8170_Frog_6693
175,220,survey-html-form,25,343896,ztxporwst5mw21m,633e13ba656728259b9f46cb,8,13082.0,,,"{""select"":""select0.7""}",,,,,,,select_shuffled,Bird_755_Horse_3890
176,221,survey-html-form,26,359100,ztxporwst5mw21m,633e13ba656728259b9f46cb,8,15201.0,,,"{""select"":""select0.6""}",,,,,,,select_shuffled,Dog_8045_Frog_9641
177,222,survey-html-form,27,367998,ztxporwst5mw21m,633e13ba656728259b9f46cb,8,8895.0,,,"{""select"":""select0.7""}",,,,,,,select_shuffled,Bird_5085_Horse_1169
178,223,survey-html-form,28,392326,ztxporwst5mw21m,633e13ba656728259b9f46cb,8,24328.0,,,"{""select"":""select0.5""}",,,,,,,select_shuffled,Dog_6127_Frog_9569
179,224,survey-html-form,29,404993,ztxporwst5mw21m,633e13ba656728259b9f46cb,8,12663.0,,,"{""select"":""select0.6""}",,,,,,,select_shuffled,Airplane_8777_Truck_139
180,225,survey-html-form,30,413234,ztxporwst5mw21m,633e13ba656728259b9f46cb,8,8239.0,,,"{""select"":""select0.8""}",,,,,,,select_shuffled,Airplane_778_Frog_7183
181,226,survey-html-form,31,422476,ztxporwst5mw21m,633e13ba656728259b9f46cb,8,9239.0,,,"{""select"":""select0.4""}",,,,,,,select_shuffled,Deer_1821_Ship_3686
182,227,survey-html-form,32,434983,ztxporwst5mw21m,633e13ba656728259b9f46cb,8,12507.0,,,"{""select"":""select0.2""}",,,,,,,select_shuffled,Automobile_2607_Ship_3151
183,228,survey-html-form,33,451953,ztxporwst5mw21m,633e13ba656728259b9f46cb,8,16967.0,,,"{""select"":""select0.4""}",,,,,,,select_shuffled,Automobile_5108_Ship_6602
184,229,survey-html-form,34,462415,ztxporwst5mw21m,633e13ba656728259b9f46cb,8,10461.0,,,"{""select"":""select0.7""}",,,,,,,select_shuffled,Airplane_6985_Cat_1612
185,230,survey-html-form,35,471740,ztxporwst5mw21m,633e13ba656728259b9f46cb,8,9323.0,,,"{""select"":""select0.6""}",,,,,,,select_shuffled,Frog_3446_Ship_6737
186,231,survey-html-form,36,483925,ztxporwst5mw21m,633e13ba656728259b9f46cb,8,12182.0,,,"{""select"":""select0.5""}",,,,,,,select_shuffled,Frog_2702_Horse_1780
187,232,survey-html-form,37,491842,ztxporwst5mw21m,633e13ba656728259b9f46cb,8,7916.0,,,"{""select"":""select0.6""}",,,,,,,select_shuffled,Dog_5692_Truck_585
188,233,survey-html-form,38,503817,ztxporwst5mw21m,633e13ba656728259b9f46cb,8,11974.0,,,"{""select"":""select0.6""}",,,,,,,select_shuffled,Deer_9715_Dog_1854
189,234,survey-html-form,39,513996,ztxporwst5mw21m,633e13ba656728259b9f46cb,8,10176.0,,,"{""select"":""select0.5""}",,,,,,,select_shuffled,Bird_1196_Horse_643
190,235,survey-html-form,40,525390,ztxporwst5mw21m,633e13ba656728259b9f46cb,8,11393.0,,,"{""select"":""select0.6""}",,,,,,,rerun_select_shuffled,Horse_1934_Ship_6296
191,236,survey-html-form,41,535062,ztxporwst5mw21m,633e13ba656728259b9f46cb,8,9669.0,,,"{""select"":""select0.3""}",,,,,,,rerun_select_shuffled,Dog_2525_Truck_1082
192,244,survey-html-form,6,130289,mjmjc05dn0crxmr,633e13ba656728259b9f46cb,2,10402.400000035765,,,"{""select"":""select0.5""}",,,,,,,select_shuffled,Automobile_4948_Frog_4405
193,245,survey-html-form,7,142233,mjmjc05dn0crxmr,633e13ba656728259b9f46cb,2,11940.19999998808,,,"{""select"":""select0.5""}",,,,,,,select_shuffled,Bird_5085_Frog_7066
194,246,survey-html-form,8,150766,mjmjc05dn0crxmr,633e13ba656728259b9f46cb,2,8529.699999988079,,,"{""select"":""select0.5""}",,,,,,,select_shuffled,Frog_8963_Truck_1841
195,247,survey-html-form,9,158293,mjmjc05dn0crxmr,633e13ba656728259b9f46cb,2,7523.799999952316,,,"{""select"":""select0.6""}",,,,,,,select_shuffled,Bird_9624_Deer_9585
196,248,survey-html-form,10,172733,mjmjc05dn0crxmr,633e13ba656728259b9f46cb,2,14436.80000001192,,,"{""select"":""select0.7""}",,,,,,,select_shuffled,Horse_1602_Ship_2527
197,249,survey-html-form,11,184860,mjmjc05dn0crxmr,633e13ba656728259b9f46cb,2,12138.700000047684,,,"{""select"":""select0.5""}",,,,,,,select_shuffled,Cat_8420_Deer_5252
198,250,survey-html-form,12,193604,mjmjc05dn0crxmr,633e13ba656728259b9f46cb,2,8740.900000035763,,,"{""select"":""select0.5""}",,,,,,,select_shuffled,Dog_8869_Horse_5096
199,251,survey-html-form,13,204629,mjmjc05dn0crxmr,633e13ba656728259b9f46cb,2,11021.80000001192,,,"{""select"":""select0.6""}",,,,,,,select_shuffled,Automobile_887_Bird_8384
200,252,survey-html-form,14,212521,mjmjc05dn0crxmr,633e13ba656728259b9f46cb,2,7889.0,,,"{""select"":""select0.6""}",,,,,,,select_shuffled,Horse_7342_Truck_6795
201,253,survey-html-form,15,221912,mjmjc05dn0crxmr,633e13ba656728259b9f46cb,2,9387.80000001192,,,"{""select"":""select0.5""}",,,,,,,select_shuffled,Cat_7807_Deer_4027
202,254,survey-html-form,16,235454,mjmjc05dn0crxmr,633e13ba656728259b9f46cb,2,13539.80000001192,,,"{""select"":""select0.5""}",,,,,,,select_shuffled,Deer_7039_Frog_1452
203,255,survey-html-form,17,244039,mjmjc05dn0crxmr,633e13ba656728259b9f46cb,2,8565.599999964237,,,"{""select"":""select0.6""}",,,,,,,select_shuffled,Automobile_887_Bird_8384
204,256,survey-html-form,18,252679,mjmjc05dn0crxmr,633e13ba656728259b9f46cb,2,8636.800000011921,,,"{""select"":""select0.6""}",,,,,,,select_shuffled,Automobile_5456_Frog_7606
205,257,survey-html-form,19,262247,mjmjc05dn0crxmr,633e13ba656728259b9f46cb,2,9565.80000001192,,,"{""select"":""select0.4""}",,,,,,,select_shuffled,Horse_5096_Truck_9312
206,258,survey-html-form,20,267799,mjmjc05dn0crxmr,633e13ba656728259b9f46cb,2,5549.0,,,"{""select"":""select0.5""}",,,,,,,select_shuffled,Automobile_3527_Frog_300
207,259,survey-html-form,21,278000,mjmjc05dn0crxmr,633e13ba656728259b9f46cb,2,10198.0,,,"{""select"":""select0.4""}",,,,,,,select_shuffled,Frog_3124_Ship_7142
208,260,survey-html-form,22,287699,mjmjc05dn0crxmr,633e13ba656728259b9f46cb,2,9695.80000001192,,,"{""select"":""select0.7""}",,,,,,,select_shuffled,Airplane_7987_Dog_4906
209,261,survey-html-form,23,295625,mjmjc05dn0crxmr,633e13ba656728259b9f46cb,2,7922.799999952316,,,"{""select"":""select0.5""}",,,,,,,select_shuffled,Bird_2977_Truck_626
210,262,survey-html-form,24,309606,mjmjc05dn0crxmr,633e13ba656728259b9f46cb,2,13977.80000001192,,,"{""select"":""select0.8""}",,,,,,,select_shuffled,Cat_3023_Frog_4774
211,263,survey-html-form,25,316514,mjmjc05dn0crxmr,633e13ba656728259b9f46cb,2,6904.800000011921,,,"{""select"":""select0.6""}",,,,,,,select_shuffled,Airplane_9724_Automobile_6577
212,264,survey-html-form,26,325499,mjmjc05dn0crxmr,633e13ba656728259b9f46cb,2,8982.199999988079,,,"{""select"":""select0.4""}",,,,,,,select_shuffled,Deer_2786_Dog_8202
213,265,survey-html-form,27,333758,mjmjc05dn0crxmr,633e13ba656728259b9f46cb,2,8255.699999988079,,,"{""select"":""select0.6""}",,,,,,,select_shuffled,Cat_9121_Deer_8566
214,266,survey-html-form,28,346186,mjmjc05dn0crxmr,633e13ba656728259b9f46cb,2,12424.900000035765,,,"{""select"":""select0.6""}",,,,,,,select_shuffled,Automobile_104_Horse_2652
215,267,survey-html-form,29,355403,mjmjc05dn0crxmr,633e13ba656728259b9f46cb,2,9213.400000035765,,,"{""select"":""select0.5""}",,,,,,,select_shuffled,Deer_2260_Horse_9855
216,268,survey-html-form,30,366414,mjmjc05dn0crxmr,633e13ba656728259b9f46cb,2,11007.799999952316,,,"{""select"":""select1.0""}",,,,,,,select_shuffled,Airplane_3497_Ship_8913
217,269,survey-html-form,31,372930,mjmjc05dn0crxmr,633e13ba656728259b9f46cb,2,6512.899999976158,,,"{""select"":""select0.2""}",,,,,,,select_shuffled,Deer_557_Ship_8226
218,270,survey-html-form,32,379684,mjmjc05dn0crxmr,633e13ba656728259b9f46cb,2,6751.099999964237,,,"{""select"":""select0.4""}",,,,,,,select_shuffled,Dog_3748_Horse_5690
219,271,survey-html-form,33,386076,mjmjc05dn0crxmr,633e13ba656728259b9f46cb,2,6388.900000035763,,,"{""select"":""select0.4""}",,,,,,,select_shuffled,Airplane_8777_Truck_139
220,272,survey-html-form,34,398795,mjmjc05dn0crxmr,633e13ba656728259b9f46cb,2,12716.100000023842,,,"{""select"":""select0.5""}",,,,,,,select_shuffled,Dog_810_Ship_582
221,273,survey-html-form,35,408664,mjmjc05dn0crxmr,633e13ba656728259b9f46cb,2,9865.80000001192,,,"{""select"":""select0.6""}",,,,,,,select_shuffled,Dog_6065_Frog_772
222,274,survey-html-form,36,418688,mjmjc05dn0crxmr,633e13ba656728259b9f46cb,2,10021.69999998808,,,"{""select"":""select0.4""}",,,,,,,rerun_select_shuffled,Cat_8420_Deer_5252
223,275,survey-html-form,37,427078,mjmjc05dn0crxmr,633e13ba656728259b9f46cb,2,8386.800000011921,,,"{""select"":""select0.6""}",,,,,,,rerun_select_shuffled,Deer_7039_Frog_1452
224,283,survey-html-form,6,119923,d8djz1wkxkrfmv3,633e13ba656728259b9f46cb,4,16573.700000047684,,,"{""select"":""select0.5""}",,,,,,,select_shuffled,Automobile_3370_Horse_2734
225,284,survey-html-form,7,140456,d8djz1wkxkrfmv3,633e13ba656728259b9f46cb,4,20523.29999995232,,,"{""select"":""select0.4""}",,,,,,,select_shuffled,Deer_9711_Horse_3187
226,285,survey-html-form,8,156290,d8djz1wkxkrfmv3,633e13ba656728259b9f46cb,4,15827.799999952316,,,"{""select"":""select0.5""}",,,,,,,select_shuffled,Airplane_4824_Truck_4719
227,286,survey-html-form,9,168065,d8djz1wkxkrfmv3,633e13ba656728259b9f46cb,4,11764.5,,,"{""select"":""select0.5""}",,,,,,,select_shuffled,Cat_4346_Truck_4932
228,287,survey-html-form,10,181535,d8djz1wkxkrfmv3,633e13ba656728259b9f46cb,4,13459.600000023842,,,"{""select"":""select0.7""}",,,,,,,select_shuffled,Bird_2383_Dog_9098
229,288,survey-html-form,11,189269,d8djz1wkxkrfmv3,633e13ba656728259b9f46cb,4,7725.0,,,"{""select"":""select0.5""}",,,,,,,select_shuffled,Automobile_947_Cat_4760
230,289,survey-html-form,12,207366,d8djz1wkxkrfmv3,633e13ba656728259b9f46cb,4,18088.0,,,"{""select"":""select0.9""}",,,,,,,select_shuffled,Automobile_2712_Truck_2433
231,290,survey-html-form,13,222625,d8djz1wkxkrfmv3,633e13ba656728259b9f46cb,4,15249.600000023842,,,"{""select"":""select0.6""}",,,,,,,select_shuffled,Airplane_74_Dog_3610
232,291,survey-html-form,14,237828,d8djz1wkxkrfmv3,633e13ba656728259b9f46cb,4,15193.100000023842,,,"{""select"":""select0.7""}",,,,,,,select_shuffled,Airplane_1719_Automobile_4425
233,292,survey-html-form,15,253968,d8djz1wkxkrfmv3,633e13ba656728259b9f46cb,4,16131.600000023842,,,"{""select"":""select0.6""}",,,,,,,select_shuffled,Ship_337_Truck_2305
234,293,survey-html-form,16,264606,d8djz1wkxkrfmv3,633e13ba656728259b9f46cb,4,10629.300000071526,,,"{""select"":""select0.6""}",,,,,,,select_shuffled,Bird_3934_Dog_6890
235,294,survey-html-form,17,277300,d8djz1wkxkrfmv3,633e13ba656728259b9f46cb,4,12684.899999976158,,,"{""select"":""select0.3""}",,,,,,,select_shuffled,Airplane_4040_Bird_2097
236,295,survey-html-form,18,291910,d8djz1wkxkrfmv3,633e13ba656728259b9f46cb,4,14601.100000023842,,,"{""select"":""select0.3""}",,,,,,,select_shuffled,Bird_7821_Ship_2380
237,296,survey-html-form,19,311942,d8djz1wkxkrfmv3,633e13ba656728259b9f46cb,4,20021.79999995232,,,"{""select"":""select0.6""}",,,,,,,select_shuffled,Ship_3357_Truck_5958
238,297,survey-html-form,20,322116,d8djz1wkxkrfmv3,633e13ba656728259b9f46cb,4,10163.200000047684,,,"{""select"":""select0.5""}",,,,,,,select_shuffled,Automobile_2484_Truck_1697
239,298,survey-html-form,21,338063,d8djz1wkxkrfmv3,633e13ba656728259b9f46cb,4,15936.700000047684,,,"{""select"":""select0.5""}",,,,,,,select_shuffled,Dog_3748_Horse_5690
240,299,survey-html-form,22,354145,d8djz1wkxkrfmv3,633e13ba656728259b9f46cb,4,16072.600000023842,,,"{""select"":""select0.3""}",,,,,,,select_shuffled,Deer_1945_Dog_9376
241,300,survey-html-form,23,366591,d8djz1wkxkrfmv3,633e13ba656728259b9f46cb,4,12437.200000047684,,,"{""select"":""select0.4""}",,,,,,,select_shuffled,Automobile_3553_Horse_7751
242,301,survey-html-form,24,376831,d8djz1wkxkrfmv3,633e13ba656728259b9f46cb,4,10230.699999928474,,,"{""select"":""select0.4""}",,,,,,,select_shuffled,Cat_4652_Truck_4550
243,302,survey-html-form,25,393145,d8djz1wkxkrfmv3,633e13ba656728259b9f46cb,4,16305.5,,,"{""select"":""select0.5""}",,,,,,,select_shuffled,Cat_3572_Dog_6564
244,303,survey-html-form,26,403124,d8djz1wkxkrfmv3,633e13ba656728259b9f46cb,4,9969.200000047684,,,"{""select"":""select0.4""}",,,,,,,select_shuffled,Automobile_4549_Cat_1377
245,304,survey-html-form,27,422451,d8djz1wkxkrfmv3,633e13ba656728259b9f46cb,4,19315.89999997616,,,"{""select"":""select0.3""}",,,,,,,select_shuffled,Cat_78_Deer_1015
246,305,survey-html-form,28,435126,d8djz1wkxkrfmv3,633e13ba656728259b9f46cb,4,12672.600000023842,,,"{""select"":""select0.5""}",,,,,,,select_shuffled,Automobile_366_Dog_8115
247,306,survey-html-form,29,448148,d8djz1wkxkrfmv3,633e13ba656728259b9f46cb,4,13011.399999976158,,,"{""select"":""select0.5""}",,,,,,,select_shuffled,Airplane_4216_Horse_6266
248,307,survey-html-form,30,459818,d8djz1wkxkrfmv3,633e13ba656728259b9f46cb,4,11655.399999976158,,,"{""select"":""select0.7""}",,,,,,,select_shuffled,Ship_8441_Truck_5521
249,308,survey-html-form,31,470541,d8djz1wkxkrfmv3,633e13ba656728259b9f46cb,4,10714.0,,,"{""select"":""select0.4""}",,,,,,,select_shuffled,Airplane_8909_Dog_1793
250,309,survey-html-form,32,483408,d8djz1wkxkrfmv3,633e13ba656728259b9f46cb,4,12857.5,,,"{""select"":""select0.5""}",,,,,,,select_shuffled,Bird_4873_Deer_4677
251,310,survey-html-form,33,498037,d8djz1wkxkrfmv3,633e13ba656728259b9f46cb,4,14620.200000047684,,,"{""select"":""select0.6""}",,,,,,,select_shuffled,Bird_6145_Cat_7399
252,311,survey-html-form,34,508979,d8djz1wkxkrfmv3,633e13ba656728259b9f46cb,4,10932.5,,,"{""select"":""select0.5""}",,,,,,,select_shuffled,Dog_478_Truck_9099
253,312,survey-html-form,35,521110,d8djz1wkxkrfmv3,633e13ba656728259b9f46cb,4,12121.5,,,"{""select"":""select0.8""}",,,,,,,select_shuffled,Deer_8086_Truck_4952
254,313,survey-html-form,36,532560,d8djz1wkxkrfmv3,633e13ba656728259b9f46cb,4,11440.200000047684,,,"{""select"":""select0.4""}",,,,,,,rerun_select_shuffled,Automobile_947_Cat_4760
255,314,survey-html-form,37,540678,d8djz1wkxkrfmv3,633e13ba656728259b9f46cb,4,8109.300000071526,,,"{""select"":""select0.6""}",,,,,,,rerun_select_shuffled,Bird_3934_Dog_6890
256,322,survey-html-form,6,734251,vdtm3k90sqdt8u9,633e13ba656728259b9f46cb,1,107584.0,,,"{""select"":""select0.4""}",,,,,,,select_shuffled,Airplane_6400_Deer_9858
257,323,survey-html-form,7,788089,vdtm3k90sqdt8u9,633e13ba656728259b9f46cb,1,53833.0,,,"{""select"":""select0.6""}",,,,,,,select_shuffled,Dog_9939_Horse_3836
258,324,survey-html-form,8,825617,vdtm3k90sqdt8u9,633e13ba656728259b9f46cb,1,37524.0,,,"{""select"":""select0.6""}",,,,,,,select_shuffled,Horse_5070_Truck_4595
259,325,survey-html-form,9,896004,vdtm3k90sqdt8u9,633e13ba656728259b9f46cb,1,70384.0,,,"{""select"":""select0.6""}",,,,,,,select_shuffled,Frog_8792_Ship_2921
260,326,survey-html-form,10,924294,vdtm3k90sqdt8u9,633e13ba656728259b9f46cb,1,28285.0,,,"{""select"":""select0.3""}",,,,,,,select_shuffled,Bird_1150_Frog_7917
261,327,survey-html-form,11,1031949,vdtm3k90sqdt8u9,633e13ba656728259b9f46cb,1,107653.0,,,"{""select"":""select0.6""}",,,,,,,select_shuffled,Cat_515_Horse_4046
262,328,survey-html-form,12,1085834,vdtm3k90sqdt8u9,633e13ba656728259b9f46cb,1,53879.0,,,"{""select"":""select0.5""}",,,,,,,select_shuffled,Horse_9444_Truck_853
263,329,survey-html-form,13,1131217,vdtm3k90sqdt8u9,633e13ba656728259b9f46cb,1,45379.0,,,"{""select"":""select0.5""}",,,,,,,select_shuffled,Dog_148_Truck_6840
264,330,survey-html-form,14,1192713,vdtm3k90sqdt8u9,633e13ba656728259b9f46cb,1,61493.0,,,"{""select"":""select0.6""}",,,,,,,select_shuffled,Horse_57_Ship_2476
265,331,survey-html-form,15,1237196,vdtm3k90sqdt8u9,633e13ba656728259b9f46cb,1,44479.0,,,"{""select"":""select0.6""}",,,,,,,select_shuffled,Bird_2811_Truck_9303
266,332,survey-html-form,16,1297024,vdtm3k90sqdt8u9,633e13ba656728259b9f46cb,1,59826.0,,,"{""select"":""select0.6""}",,,,,,,select_shuffled,Bird_2774_Ship_5249
267,333,survey-html-form,17,1356900,vdtm3k90sqdt8u9,633e13ba656728259b9f46cb,1,59871.0,,,"{""select"":""select0.4""}",,,,,,,select_shuffled,Airplane_9633_Bird_8756
268,334,survey-html-form,18,1425439,vdtm3k90sqdt8u9,633e13ba656728259b9f46cb,1,68536.0,,,"{""select"":""select0.6""}",,,,,,,select_shuffled,Airplane_2614_Bird_2566
269,335,survey-html-form,19,1452156,vdtm3k90sqdt8u9,633e13ba656728259b9f46cb,1,26714.0,,,"{""select"":""select0.4""}",,,,,,,select_shuffled,Airplane_1596_Frog_3615
270,336,survey-html-form,20,1482504,vdtm3k90sqdt8u9,633e13ba656728259b9f46cb,1,30344.0,,,"{""select"":""select0.5""}",,,,,,,select_shuffled,Automobile_2838_Horse_2062
271,337,survey-html-form,21,1562680,vdtm3k90sqdt8u9,633e13ba656728259b9f46cb,1,80175.0,,,"{""select"":""select0.6""}",,,,,,,select_shuffled,Cat_9722_Horse_60
272,338,survey-html-form,22,1603072,vdtm3k90sqdt8u9,633e13ba656728259b9f46cb,1,40388.0,,,"{""select"":""select0.6""}",,,,,,,select_shuffled,Deer_3559_Horse_5541
273,339,survey-html-form,23,1666229,vdtm3k90sqdt8u9,633e13ba656728259b9f46cb,1,63155.0,,,"{""select"":""select0.6""}",,,,,,,select_shuffled,Bird_3076_Frog_1394
274,340,survey-html-form,24,1718887,vdtm3k90sqdt8u9,633e13ba656728259b9f46cb,1,52655.0,,,"{""select"":""select0.3""}",,,,,,,select_shuffled,Automobile_894_Ship_80
275,341,survey-html-form,25,1773939,vdtm3k90sqdt8u9,633e13ba656728259b9f46cb,1,55049.0,,,"{""select"":""select0.4""}",,,,,,,select_shuffled,Automobile_2484_Truck_1697
276,342,survey-html-form,26,1812175,vdtm3k90sqdt8u9,633e13ba656728259b9f46cb,1,38231.0,,,"{""select"":""select0.6""}",,,,,,,select_shuffled,Automobile_6493_Frog_8250
277,343,survey-html-form,27,1861441,vdtm3k90sqdt8u9,633e13ba656728259b9f46cb,1,49263.0,,,"{""select"":""select0.4""}",,,,,,,select_shuffled,Airplane_9196_Ship_5427
278,344,survey-html-form,28,1885624,vdtm3k90sqdt8u9,633e13ba656728259b9f46cb,1,24179.0,,,"{""select"":""select0.3""}",,,,,,,select_shuffled,Automobile_2813_Truck_8727
279,345,survey-html-form,29,1912683,vdtm3k90sqdt8u9,633e13ba656728259b9f46cb,1,27056.0,,,"{""select"":""select0.5""}",,,,,,,select_shuffled,Dog_1901_Ship_600
280,346,survey-html-form,30,1932966,vdtm3k90sqdt8u9,633e13ba656728259b9f46cb,1,20280.0,,,"{""select"":""select0.5""}",,,,,,,select_shuffled,Automobile_6832_Frog_347
281,347,survey-html-form,31,1962880,vdtm3k90sqdt8u9,633e13ba656728259b9f46cb,1,29911.0,,,"{""select"":""select0.5""}",,,,,,,select_shuffled,Deer_8622_Truck_1104
282,348,survey-html-form,32,2018091,vdtm3k90sqdt8u9,633e13ba656728259b9f46cb,1,55209.0,,,"{""select"":""select0.4""}",,,,,,,select_shuffled,Automobile_3988_Bird_7348
283,349,survey-html-form,33,2036756,vdtm3k90sqdt8u9,633e13ba656728259b9f46cb,1,18661.0,,,"{""select"":""select0.6""}",,,,,,,select_shuffled,Frog_3349_Horse_1560
284,350,survey-html-form,34,2063059,vdtm3k90sqdt8u9,633e13ba656728259b9f46cb,1,26301.0,,,"{""select"":""select0.4""}",,,,,,,select_shuffled,Frog_5175_Truck_6963
285,351,survey-html-form,35,2094799,vdtm3k90sqdt8u9,633e13ba656728259b9f46cb,1,31736.0,,,"{""select"":""select0.6""}",,,,,,,select_shuffled,Cat_7016_Dog_4860
