,index,trial_type,trial_index,time_elapsed,subject,study_id,condition,rt,url,view_history,response,question_order,success,timeout,failed_images,failed_audio,failed_video,final_value,start_value,task,class_pair,starting_value,filename
323,399,reconstruction,9,122712,gm4ydxaswrkymx2,633e12745ad6680bd85cd356,6,2966.7999999821186,,,,,,,,,,0.6000000000000001,0.9,select_create,Horse_3327_Ship_9834,0.9,
324,400,reconstruction,10,125376,gm4ydxaswrkymx2,633e12745ad6680bd85cd356,6,2662.5999999940395,,,,,,,,,,0.6000000000000001,0.9,select_create,Bird_5261_Truck_2184,0.9,
325,401,reconstruction,11,131784,gm4ydxaswrkymx2,633e12745ad6680bd85cd356,6,6407.0,,,,,,,,,,0.5000000000000001,0.9,select_create,Deer_3203_Ship_3821,0.9,
326,402,reconstruction,12,134400,gm4ydxaswrkymx2,633e12745ad6680bd85cd356,6,2614.699999988079,,,,,,,,,,0.5000000000000001,0.9,select_create,Airplane_3258_Truck_3141,0.9,
327,403,reconstruction,13,137800,gm4ydxaswrkymx2,633e12745ad6680bd85cd356,6,3399.0999999940395,,,,,,,,,,0.6000000000000001,0.9,select_create,Cat_6102_Horse_4538,0.9,
328,404,reconstruction,14,140208,gm4ydxaswrkymx2,633e12745ad6680bd85cd356,6,2406.7999999821186,,,,,,,,,,0.6000000000000001,0.9,select_create,Airplane_9515_Horse_2888,0.9,
329,405,reconstruction,15,143792,gm4ydxaswrkymx2,633e12745ad6680bd85cd356,6,3582.7999999821186,,,,,,,,,,0.5000000000000001,0.9,select_create,Bird_497_Ship_4539,0.9,
330,406,reconstruction,16,146200,gm4ydxaswrkymx2,633e12745ad6680bd85cd356,6,2406.7999999821186,,,,,,,,,,0.6000000000000001,0.9,select_create,Cat_4687_Truck_5335,0.9,
331,407,reconstruction,17,150888,gm4ydxaswrkymx2,633e12745ad6680bd85cd356,6,4687.09999999404,,,,,,,,,,0.5000000000000001,0.9,select_create,Automobile_8584_Bird_1955,0.9,
332,408,reconstruction,18,152768,gm4ydxaswrkymx2,633e12745ad6680bd85cd356,6,1878.7999999821184,,,,,,,,,,0.6000000000000001,0.9,select_create,Bird_2531_Cat_7015,0.9,
333,409,reconstruction,19,155232,gm4ydxaswrkymx2,633e12745ad6680bd85cd356,6,2463.0,,,,,,,,,,0.5000000000000001,0.9,select_create,Bird_6109_Horse_8918,0.9,
334,410,reconstruction,20,161288,gm4ydxaswrkymx2,633e12745ad6680bd85cd356,6,6054.799999982119,,,,,,,,,,0.4000000000000001,0.9,select_create,Cat_8778_Dog_8316,0.9,
335,411,reconstruction,21,165048,gm4ydxaswrkymx2,633e12745ad6680bd85cd356,6,3758.299999982119,,,,,,,,,,0.4000000000000001,0.9,select_create,Frog_3400_Ship_8441,0.9,
336,412,reconstruction,22,168976,gm4ydxaswrkymx2,633e12745ad6680bd85cd356,6,3926.799999982119,,,,,,,,,,0.4000000000000001,0.9,select_create,Automobile_6940_Dog_8079,0.9,
337,413,reconstruction,23,172672,gm4ydxaswrkymx2,633e12745ad6680bd85cd356,6,3695.0,,,,,,,,,,0.5000000000000001,0.9,select_create,Bird_7831_Ship_2196,0.9,
338,414,reconstruction,24,176408,gm4ydxaswrkymx2,633e12745ad6680bd85cd356,6,3734.799999982119,,,,,,,,,,0.4000000000000001,0.9,select_create,Dog_9939_Ship_2604,0.9,
339,415,reconstruction,25,179352,gm4ydxaswrkymx2,633e12745ad6680bd85cd356,6,2942.5999999940395,,,,,,,,,,0.6000000000000001,0.9,select_create,Cat_5925_Deer_9981,0.9,
340,416,reconstruction,26,182560,gm4ydxaswrkymx2,633e12745ad6680bd85cd356,6,3207.0999999940395,,,,,,,,,,0.6000000000000001,0.9,select_create,Airplane_8812_Bird_3076,0.9,
341,417,reconstruction,27,186328,gm4ydxaswrkymx2,633e12745ad6680bd85cd356,6,3767.0,,,,,,,,,,0.6000000000000001,0.9,select_create,Frog_3588_Ship_404,0.9,
342,418,reconstruction,28,189840,gm4ydxaswrkymx2,633e12745ad6680bd85cd356,6,3510.7999999821186,,,,,,,,,,0.5000000000000001,0.9,select_create,Airplane_9499_Cat_6827,0.9,
343,419,reconstruction,29,194104,gm4ydxaswrkymx2,633e12745ad6680bd85cd356,6,4263.0,,,,,,,,,,0.4000000000000001,0.9,select_create,Dog_6297_Frog_9150,0.9,
344,420,reconstruction,30,196472,gm4ydxaswrkymx2,633e12745ad6680bd85cd356,6,2366.5999999940395,,,,,,,,,,0.7000000000000001,0.9,select_create,Frog_3349_Horse_1560,0.9,
345,421,reconstruction,31,199896,gm4ydxaswrkymx2,633e12745ad6680bd85cd356,6,3423.0,,,,,,,,,,0.6000000000000001,0.9,select_create,Frog_3160_Truck_7113,0.9,
346,422,reconstruction,32,204104,gm4ydxaswrkymx2,633e12745ad6680bd85cd356,6,4206.699999988079,,,,,,,,,,0.7000000000000001,0.9,select_create,Automobile_4128_Cat_205,0.9,
347,423,reconstruction,33,206184,gm4ydxaswrkymx2,633e12745ad6680bd85cd356,6,2079.0,,,,,,,,,,0.6000000000000001,0.9,select_create,Automobile_6464_Dog_6904,0.9,
348,424,reconstruction,34,209480,gm4ydxaswrkymx2,633e12745ad6680bd85cd356,6,3295.0999999940395,,,,,,,,,,0.6000000000000001,0.9,select_create,Automobile_4841_Deer_954,0.9,
349,425,reconstruction,35,212008,gm4ydxaswrkymx2,633e12745ad6680bd85cd356,6,2527.300000011921,,,,,,,,,,0.4000000000000001,0.9,select_create,Bird_2746_Ship_5257,0.9,
350,426,reconstruction,36,214328,gm4ydxaswrkymx2,633e12745ad6680bd85cd356,6,2318.7999999821186,,,,,,,,,,0.5000000000000001,0.9,rerun_select_create,Deer_3203_Ship_3821,0.9,
351,427,reconstruction,37,216320,gm4ydxaswrkymx2,633e12745ad6680bd85cd356,6,1991.0,,,,,,,,,,0.6000000000000001,0.9,rerun_select_create,Cat_4687_Truck_5335,0.9,
352,435,reconstruction,6,464425,zvrwt787892jufk,633e12745ad6680bd85cd356,4,136529.19999998808,,,,,,,,,,0.2000000000000001,0.1,select_create,Deer_1945_Dog_9376,0.1,
353,436,reconstruction,7,515094,zvrwt787892jufk,633e12745ad6680bd85cd356,4,50666.40000000596,,,,,,,,,,0.7999999999999999,0.1,select_create,Cat_4346_Truck_4932,0.1,
354,437,reconstruction,8,573797,zvrwt787892jufk,633e12745ad6680bd85cd356,4,58699.79999999702,,,,,,,,,,0.7000000000000001,0.1,select_create,Bird_2383_Dog_9098,0.1,
355,438,reconstruction,9,612336,zvrwt787892jufk,633e12745ad6680bd85cd356,4,38536.40000000596,,,,,,,,,,0.7,0.1,select_create,Ship_8441_Truck_5521,0.1,
356,439,reconstruction,10,639639,zvrwt787892jufk,633e12745ad6680bd85cd356,4,27300.20000000298,,,,,,,,,,0.5,0.1,select_create,Airplane_8909_Dog_1793,0.1,
357,440,reconstruction,11,786344,zvrwt787892jufk,633e12745ad6680bd85cd356,4,146702.39999999106,,,,,,,,,,0.4000000000000001,0.1,select_create,Automobile_947_Cat_4760,0.1,
358,441,reconstruction,12,805753,zvrwt787892jufk,633e12745ad6680bd85cd356,4,19406.59999999404,,,,,,,,,,0.7,0.1,select_create,Airplane_74_Dog_3610,0.1,
359,442,reconstruction,13,829516,zvrwt787892jufk,633e12745ad6680bd85cd356,4,23759.89999999106,,,,,,,,,,0.4,0.1,select_create,Bird_7821_Ship_2380,0.1,
360,443,reconstruction,14,852879,zvrwt787892jufk,633e12745ad6680bd85cd356,4,23361.20000000298,,,,,,,,,,0.5000000000000001,0.1,select_create,Airplane_4040_Bird_2097,0.1,
361,444,reconstruction,15,880743,zvrwt787892jufk,633e12745ad6680bd85cd356,4,27861.70000000298,,,,,,,,,,0.6000000000000001,0.1,select_create,Cat_3572_Dog_6564,0.1,
362,445,reconstruction,16,897218,zvrwt787892jufk,633e12745ad6680bd85cd356,4,16472.40000000596,,,,,,,,,,0.6,0.1,select_create,Ship_3357_Truck_5958,0.1,
363,446,reconstruction,17,919463,zvrwt787892jufk,633e12745ad6680bd85cd356,4,22242.5,,,,,,,,,,0.5,0.1,select_create,Airplane_1719_Automobile_4425,0.1,
364,447,reconstruction,18,938033,zvrwt787892jufk,633e12745ad6680bd85cd356,4,18567.79999999702,,,,,,,,,,0.5000000000000001,0.1,select_create,Automobile_3370_Horse_2734,0.1,
365,448,reconstruction,19,952070,zvrwt787892jufk,633e12745ad6680bd85cd356,4,14034.70000000298,,,,,,,,,,0.4,0.1,select_create,Bird_4873_Deer_4677,0.1,
366,449,reconstruction,20,972222,zvrwt787892jufk,633e12745ad6680bd85cd356,4,20149.09999999404,,,,,,,,,,0.5,0.1,select_create,Automobile_2484_Truck_1697,0.1,
367,450,reconstruction,21,983553,zvrwt787892jufk,633e12745ad6680bd85cd356,4,11329.59999999404,,,,,,,,,,0.6000000000000001,0.1,select_create,Deer_9711_Horse_3187,0.1,
368,451,reconstruction,22,993401,zvrwt787892jufk,633e12745ad6680bd85cd356,4,9845.0,,,,,,,,,,0.7000000000000001,0.1,select_create,Cat_4652_Truck_4550,0.1,
369,452,reconstruction,23,1005092,zvrwt787892jufk,633e12745ad6680bd85cd356,4,11688.90000000596,,,,,,,,,,0.6000000000000001,0.1,select_create,Bird_3934_Dog_6890,0.1,
370,453,reconstruction,24,1011459,zvrwt787892jufk,633e12745ad6680bd85cd356,4,6364.79999999702,,,,,,,,,,0.5,0.1,select_create,Automobile_4549_Cat_1377,0.1,
371,454,reconstruction,25,1107278,zvrwt787892jufk,633e12745ad6680bd85cd356,4,95816.20000000298,,,,,,,,,,0.5,0.1,select_create,Bird_6145_Cat_7399,0.1,
372,455,reconstruction,26,1118418,zvrwt787892jufk,633e12745ad6680bd85cd356,4,11138.30000001192,,,,,,,,,,0.5000000000000001,0.1,select_create,Automobile_366_Dog_8115,0.1,
373,456,reconstruction,27,1126512,zvrwt787892jufk,633e12745ad6680bd85cd356,4,8091.79999999702,,,,,,,,,,0.6000000000000001,0.1,select_create,Airplane_4216_Horse_6266,0.1,
374,457,reconstruction,28,1136481,zvrwt787892jufk,633e12745ad6680bd85cd356,4,9966.70000000298,,,,,,,,,,0.6000000000000001,0.1,select_create,Dog_478_Truck_9099,0.1,
375,458,reconstruction,29,1148984,zvrwt787892jufk,633e12745ad6680bd85cd356,4,12501.10000000894,,,,,,,,,,0.6000000000000001,0.1,select_create,Automobile_2712_Truck_2433,0.1,
376,459,reconstruction,30,1158378,zvrwt787892jufk,633e12745ad6680bd85cd356,4,9391.0,,,,,,,,,,0.5000000000000001,0.1,select_create,Airplane_4824_Truck_4719,0.1,
377,460,reconstruction,31,1177279,zvrwt787892jufk,633e12745ad6680bd85cd356,4,18898.0,,,,,,,,,,0.5000000000000001,0.1,select_create,Ship_337_Truck_2305,0.1,
378,461,reconstruction,32,1187461,zvrwt787892jufk,633e12745ad6680bd85cd356,4,10180.09999999404,,,,,,,,,,0.6000000000000001,0.1,select_create,Deer_8086_Truck_4952,0.1,
379,462,reconstruction,33,1203351,zvrwt787892jufk,633e12745ad6680bd85cd356,4,15888.20000000298,,,,,,,,,,0.5000000000000001,0.1,select_create,Cat_78_Deer_1015,0.1,
380,463,reconstruction,34,1223239,zvrwt787892jufk,633e12745ad6680bd85cd356,4,19885.70000000298,,,,,,,,,,0.4000000000000001,0.1,select_create,Automobile_3553_Horse_7751,0.1,
381,464,reconstruction,35,1243521,zvrwt787892jufk,633e12745ad6680bd85cd356,4,20280.0,,,,,,,,,,0.5000000000000001,0.1,select_create,Dog_3748_Horse_5690,0.1,
382,465,reconstruction,36,1254047,zvrwt787892jufk,633e12745ad6680bd85cd356,4,10524.0,,,,,,,,,,0.4,0.1,rerun_select_create,Automobile_947_Cat_4760,0.1,
383,466,reconstruction,37,1273656,zvrwt787892jufk,633e12745ad6680bd85cd356,4,19605.80000001192,,,,,,,,,,0.5000000000000001,0.1,rerun_select_create,Ship_3357_Truck_5958,0.1,
384,474,reconstruction,6,327749,potn14ztjg90fxr,633e12745ad6680bd85cd356,4,45364.0,,,,,,,,,,0.6000000000000001,0.9,select_create,Cat_78_Deer_1015,0.9,
385,475,reconstruction,7,339522,potn14ztjg90fxr,633e12745ad6680bd85cd356,4,11770.400000035765,,,,,,,,,,0.4,0.9,select_create,Automobile_3370_Horse_2734,0.9,
386,476,reconstruction,8,360972,potn14ztjg90fxr,633e12745ad6680bd85cd356,4,21447.30000001192,,,,,,,,,,0.5,0.9,select_create,Airplane_4824_Truck_4719,0.9,
387,477,reconstruction,9,369486,potn14ztjg90fxr,633e12745ad6680bd85cd356,4,8512.200000047684,,,,,,,,,,0.7000000000000001,0.9,select_create,Airplane_8909_Dog_1793,0.9,
388,478,reconstruction,10,379536,potn14ztjg90fxr,633e12745ad6680bd85cd356,4,10047.80000001192,,,,,,,,,,0.4,0.9,select_create,Deer_8086_Truck_4952,0.9,
389,479,reconstruction,11,387952,potn14ztjg90fxr,633e12745ad6680bd85cd356,4,8413.899999976158,,,,,,,,,,0.4,0.9,select_create,Deer_1945_Dog_9376,0.9,
390,480,reconstruction,12,398474,potn14ztjg90fxr,633e12745ad6680bd85cd356,4,10519.69999998808,,,,,,,,,,0.5,0.9,select_create,Automobile_3553_Horse_7751,0.9,
391,481,reconstruction,13,405521,potn14ztjg90fxr,633e12745ad6680bd85cd356,4,7044.5,,,,,,,,,,0.6000000000000001,0.9,select_create,Automobile_947_Cat_4760,0.9,
392,482,reconstruction,14,413918,potn14ztjg90fxr,633e12745ad6680bd85cd356,4,8395.600000023842,,,,,,,,,,0.6000000000000001,0.9,select_create,Airplane_1719_Automobile_4425,0.9,
393,483,reconstruction,15,420294,potn14ztjg90fxr,633e12745ad6680bd85cd356,4,6373.099999964237,,,,,,,,,,0.4,0.9,select_create,Ship_8441_Truck_5521,0.9,
394,484,reconstruction,16,429698,potn14ztjg90fxr,633e12745ad6680bd85cd356,4,9402.69999998808,,,,,,,,,,0.4,0.9,select_create,Automobile_4549_Cat_1377,0.9,
395,485,reconstruction,17,435133,potn14ztjg90fxr,633e12745ad6680bd85cd356,4,5433.099999964237,,,,,,,,,,0.6000000000000001,0.9,select_create,Airplane_4040_Bird_2097,0.9,
396,486,reconstruction,18,441277,potn14ztjg90fxr,633e12745ad6680bd85cd356,4,6141.899999976158,,,,,,,,,,0.4,0.9,select_create,Cat_4652_Truck_4550,0.9,
397,487,reconstruction,19,443958,potn14ztjg90fxr,633e12745ad6680bd85cd356,4,2679.900000035763,,,,,,,,,,0.5000000000000001,0.9,select_create,Automobile_366_Dog_8115,0.9,
398,488,reconstruction,20,446490,potn14ztjg90fxr,633e12745ad6680bd85cd356,4,2530.800000011921,,,,,,,,,,0.5000000000000001,0.9,select_create,Cat_4346_Truck_4932,0.9,
399,489,reconstruction,21,451568,potn14ztjg90fxr,633e12745ad6680bd85cd356,4,5076.699999988079,,,,,,,,,,0.5000000000000001,0.9,select_create,Airplane_4216_Horse_6266,0.9,
400,490,reconstruction,22,454100,potn14ztjg90fxr,633e12745ad6680bd85cd356,4,2529.0,,,,,,,,,,0.5000000000000001,0.9,select_create,Ship_3357_Truck_5958,0.9,
401,491,reconstruction,23,471044,potn14ztjg90fxr,633e12745ad6680bd85cd356,4,16943.0,,,,,,,,,,0.5,0.9,select_create,Bird_6145_Cat_7399,0.9,
402,492,reconstruction,24,479966,potn14ztjg90fxr,633e12745ad6680bd85cd356,4,8919.299999952316,,,,,,,,,,0.6,0.9,select_create,Airplane_74_Dog_3610,0.9,
403,493,reconstruction,25,485988,potn14ztjg90fxr,633e12745ad6680bd85cd356,4,6019.399999976158,,,,,,,,,,0.3,0.9,select_create,Automobile_2712_Truck_2433,0.9,
404,494,reconstruction,26,491330,potn14ztjg90fxr,633e12745ad6680bd85cd356,4,5340.5,,,,,,,,,,0.4,0.9,select_create,Bird_4873_Deer_4677,0.9,
405,495,reconstruction,27,494398,potn14ztjg90fxr,633e12745ad6680bd85cd356,4,3065.800000011921,,,,,,,,,,0.6000000000000001,0.9,select_create,Bird_2383_Dog_9098,0.9,
406,496,reconstruction,28,496846,potn14ztjg90fxr,633e12745ad6680bd85cd356,4,2445.899999976158,,,,,,,,,,0.5000000000000001,0.9,select_create,Cat_3572_Dog_6564,0.9,
407,497,reconstruction,29,500088,potn14ztjg90fxr,633e12745ad6680bd85cd356,4,3240.5,,,,,,,,,,0.6000000000000001,0.9,select_create,Bird_3934_Dog_6890,0.9,
408,498,reconstruction,30,502860,potn14ztjg90fxr,633e12745ad6680bd85cd356,4,2770.399999976158,,,,,,,,,,0.6000000000000001,0.9,select_create,Deer_9711_Horse_3187,0.9,
409,499,reconstruction,31,505006,potn14ztjg90fxr,633e12745ad6680bd85cd356,4,2144.600000023842,,,,,,,,,,0.5000000000000001,0.9,select_create,Ship_337_Truck_2305,0.9,
410,500,reconstruction,32,508210,potn14ztjg90fxr,633e12745ad6680bd85cd356,4,3202.400000035763,,,,,,,,,,0.5000000000000001,0.9,select_create,Automobile_2484_Truck_1697,0.9,
411,501,reconstruction,33,510638,potn14ztjg90fxr,633e12745ad6680bd85cd356,4,2426.199999988079,,,,,,,,,,0.5000000000000001,0.9,select_create,Bird_7821_Ship_2380,0.9,
412,502,reconstruction,34,513724,potn14ztjg90fxr,633e12745ad6680bd85cd356,4,3084.300000011921,,,,,,,,,,0.5000000000000001,0.9,select_create,Dog_478_Truck_9099,0.9,
413,503,reconstruction,35,516648,potn14ztjg90fxr,633e12745ad6680bd85cd356,4,2922.400000035763,,,,,,,,,,0.5000000000000001,0.9,select_create,Dog_3748_Horse_5690,0.9,
414,504,reconstruction,36,519333,potn14ztjg90fxr,633e12745ad6680bd85cd356,4,2683.600000023842,,,,,,,,,,0.7000000000000001,0.9,rerun_select_create,Deer_1945_Dog_9376,0.9,
415,505,reconstruction,37,522778,potn14ztjg90fxr,633e12745ad6680bd85cd356,4,3443.300000011921,,,,,,,,,,0.6000000000000001,0.9,rerun_select_create,Automobile_4549_Cat_1377,0.9,
416,513,reconstruction,6,206888,o7t2luzeyz852j8,633e12745ad6680bd85cd356,0,102217.0,,,,,,,,,,0.5,0.1,select_create,Bird_1723_Deer_7654,0.1,
417,514,reconstruction,7,251695,o7t2luzeyz852j8,633e12745ad6680bd85cd356,0,44803.90000003576,,,,,,,,,,0.5,0.1,select_create,Cat_7496_Ship_260,0.1,
418,515,reconstruction,8,323837,o7t2luzeyz852j8,633e12745ad6680bd85cd356,0,72139.79999995232,,,,,,,,,,0.6,0.1,select_create,Automobile_9197_Deer_8914,0.1,
419,516,reconstruction,9,364808,o7t2luzeyz852j8,633e12745ad6680bd85cd356,0,40969.0,,,,,,,,,,0.5,0.1,select_create,Airplane_6491_Frog_8781,0.1,
420,517,reconstruction,10,391868,o7t2luzeyz852j8,633e12745ad6680bd85cd356,0,27057.5,,,,,,,,,,0.5000000000000001,0.1,select_create,Automobile_2504_Dog_9098,0.1,
421,518,reconstruction,11,427156,o7t2luzeyz852j8,633e12745ad6680bd85cd356,0,35286.0,,,,,,,,,,0.4,0.1,select_create,Automobile_3066_Ship_959,0.1,
422,519,reconstruction,12,455798,o7t2luzeyz852j8,633e12745ad6680bd85cd356,0,28639.10000002384,,,,,,,,,,0.7000000000000001,0.1,select_create,Cat_6647_Horse_7703,0.1,
423,520,reconstruction,13,520873,o7t2luzeyz852j8,633e12745ad6680bd85cd356,0,65073.19999998808,,,,,,,,,,0.5,0.1,select_create,Bird_6519_Cat_1445,0.1,
424,521,reconstruction,14,587163,o7t2luzeyz852j8,633e12745ad6680bd85cd356,0,66287.0,,,,,,,,,,0.5,0.1,select_create,Deer_9393_Truck_4588,0.1,
425,522,reconstruction,15,635676,o7t2luzeyz852j8,633e12745ad6680bd85cd356,0,48509.60000002384,,,,,,,,,,0.3,0.1,select_create,Automobile_5079_Deer_5654,0.1,
426,523,reconstruction,16,658023,o7t2luzeyz852j8,633e12745ad6680bd85cd356,0,22344.69999998808,,,,,,,,,,0.5,0.1,select_create,Deer_583_Horse_6667,0.1,
427,524,reconstruction,17,690586,o7t2luzeyz852j8,633e12745ad6680bd85cd356,0,32560.30000001192,,,,,,,,,,0.5,0.1,select_create,Deer_6753_Frog_1578,0.1,
428,525,reconstruction,18,710222,o7t2luzeyz852j8,633e12745ad6680bd85cd356,0,19634.09999996424,,,,,,,,,,0.5,0.1,select_create,Bird_4729_Horse_2682,0.1,
429,526,reconstruction,19,721525,o7t2luzeyz852j8,633e12745ad6680bd85cd356,0,11301.100000023842,,,,,,,,,,0.5000000000000001,0.1,select_create,Airplane_7428_Dog_5504,0.1,
430,527,reconstruction,20,734660,o7t2luzeyz852j8,633e12745ad6680bd85cd356,0,13131.899999976158,,,,,,,,,,0.5000000000000001,0.1,select_create,Automobile_8811_Horse_3332,0.1,
431,528,reconstruction,21,778917,o7t2luzeyz852j8,633e12745ad6680bd85cd356,0,44255.29999995232,,,,,,,,,,0.5,0.1,select_create,Automobile_5366_Frog_6330,0.1,
432,529,reconstruction,22,795878,o7t2luzeyz852j8,633e12745ad6680bd85cd356,0,16958.30000001192,,,,,,,,,,0.5000000000000001,0.1,select_create,Automobile_9535_Ship_7765,0.1,
433,530,reconstruction,23,852629,o7t2luzeyz852j8,633e12745ad6680bd85cd356,0,56749.60000002384,,,,,,,,,,0.5,0.1,select_create,Cat_650_Horse_4951,0.1,
434,531,reconstruction,24,900094,o7t2luzeyz852j8,633e12745ad6680bd85cd356,0,47461.80000001192,,,,,,,,,,0.5,0.1,select_create,Cat_1593_Horse_1201,0.1,
435,532,reconstruction,25,911643,o7t2luzeyz852j8,633e12745ad6680bd85cd356,0,11547.5,,,,,,,,,,0.5000000000000001,0.1,select_create,Cat_5817_Ship_909,0.1,
436,533,reconstruction,26,926897,o7t2luzeyz852j8,633e12745ad6680bd85cd356,0,15251.299999952316,,,,,,,,,,0.5000000000000001,0.1,select_create,Cat_6596_Ship_6975,0.1,
437,534,reconstruction,27,940493,o7t2luzeyz852j8,633e12745ad6680bd85cd356,0,13594.599999964235,,,,,,,,,,0.5,0.1,select_create,Automobile_2773_Deer_4985,0.1,
438,535,reconstruction,28,954779,o7t2luzeyz852j8,633e12745ad6680bd85cd356,0,14283.0,,,,,,,,,,0.5,0.1,select_create,Bird_7104_Truck_9692,0.1,
439,536,reconstruction,29,967193,o7t2luzeyz852j8,633e12745ad6680bd85cd356,0,12411.599999964235,,,,,,,,,,0.5000000000000001,0.1,select_create,Airplane_2535_Horse_4332,0.1,
440,537,reconstruction,30,1002963,o7t2luzeyz852j8,633e12745ad6680bd85cd356,0,35768.5,,,,,,,,,,0.6000000000000001,0.1,select_create,Airplane_9354_Automobile_7484,0.1,
441,538,reconstruction,31,1039774,o7t2luzeyz852j8,633e12745ad6680bd85cd356,0,36808.10000002384,,,,,,,,,,0.5000000000000001,0.1,select_create,Cat_8739_Frog_7333,0.1,
442,539,reconstruction,32,1062203,o7t2luzeyz852j8,633e12745ad6680bd85cd356,0,22426.700000047684,,,,,,,,,,0.5,0.1,select_create,Airplane_847_Horse_9554,0.1,
443,540,reconstruction,33,1090472,o7t2luzeyz852j8,633e12745ad6680bd85cd356,0,28266.30000001192,,,,,,,,,,0.4,0.1,select_create,Automobile_3565_Dog_3849,0.1,
444,541,reconstruction,34,1141056,o7t2luzeyz852j8,633e12745ad6680bd85cd356,0,50582.0,,,,,,,,,,0.5,0.1,select_create,Frog_3588_Ship_404,0.1,
445,542,reconstruction,35,1164294,o7t2luzeyz852j8,633e12745ad6680bd85cd356,0,23234.60000002384,,,,,,,,,,0.7000000000000001,0.1,select_create,Airplane_4792_Frog_8881,0.1,
446,543,reconstruction,36,1192810,o7t2luzeyz852j8,633e12745ad6680bd85cd356,0,28514.19999998808,,,,,,,,,,0.4000000000000001,0.1,rerun_select_create,Automobile_3066_Ship_959,0.1,
447,544,reconstruction,37,1214736,o7t2luzeyz852j8,633e12745ad6680bd85cd356,0,21923.80000001192,,,,,,,,,,0.5,0.1,rerun_select_create,Deer_583_Horse_6667,0.1,
448,552,reconstruction,6,203041,1lko0orul4tk1al,633e12745ad6680bd85cd356,4,36812.5,,,,,,,,,,1.0,0.9,select_create,Deer_9711_Horse_3187,0.9,
449,553,reconstruction,7,227927,1lko0orul4tk1al,633e12745ad6680bd85cd356,4,24881.89999999851,,,,,,,,,,0.8,0.9,select_create,Bird_2383_Dog_9098,0.9,
450,554,reconstruction,8,236781,1lko0orul4tk1al,633e12745ad6680bd85cd356,4,8849.70000000298,,,,,,,,,,0.4000000000000001,0.9,select_create,Automobile_947_Cat_4760,0.9,
451,555,reconstruction,9,263422,1lko0orul4tk1al,633e12745ad6680bd85cd356,4,26637.900000002235,,,,,,,,,,0.7000000000000001,0.9,select_create,Deer_1945_Dog_9376,0.9,
452,556,reconstruction,10,271560,1lko0orul4tk1al,633e12745ad6680bd85cd356,4,8131.900000002235,,,,,,,,,,0.5000000000000001,0.9,select_create,Bird_7821_Ship_2380,0.9,
453,557,reconstruction,11,278081,1lko0orul4tk1al,633e12745ad6680bd85cd356,4,6516.199999999255,,,,,,,,,,0.6000000000000001,0.9,select_create,Cat_4346_Truck_4932,0.9,
454,558,reconstruction,12,286915,1lko0orul4tk1al,633e12745ad6680bd85cd356,4,8831.0,,,,,,,,,,0.6000000000000001,0.9,select_create,Deer_8086_Truck_4952,0.9,
455,559,reconstruction,13,297945,1lko0orul4tk1al,633e12745ad6680bd85cd356,4,11026.599999997765,,,,,,,,,,0.4000000000000001,0.9,select_create,Airplane_4824_Truck_4719,0.9,
456,560,reconstruction,14,309517,1lko0orul4tk1al,633e12745ad6680bd85cd356,4,11576.300000000743,,,,,,,,,,0.6000000000000001,0.9,select_create,Airplane_74_Dog_3610,0.9,
457,561,reconstruction,15,318243,1lko0orul4tk1al,633e12745ad6680bd85cd356,4,8721.89999999851,,,,,,,,,,0.6000000000000001,0.9,select_create,Airplane_1719_Automobile_4425,0.9,
458,562,reconstruction,16,327541,1lko0orul4tk1al,633e12745ad6680bd85cd356,4,9294.199999999257,,,,,,,,,,0.6000000000000001,0.9,select_create,Automobile_2712_Truck_2433,0.9,
459,563,reconstruction,17,849590,1lko0orul4tk1al,633e12745ad6680bd85cd356,4,522037.19999999925,,,,,,,,,,0.6000000000000001,0.9,select_create,Ship_8441_Truck_5521,0.9,
460,564,reconstruction,18,854961,1lko0orul4tk1al,633e12745ad6680bd85cd356,4,5367.29999999702,,,,,,,,,,0.6000000000000001,0.9,select_create,Automobile_366_Dog_8115,0.9,
461,565,reconstruction,19,859970,1lko0orul4tk1al,633e12745ad6680bd85cd356,4,5006.10000000149,,,,,,,,,,0.6000000000000001,0.9,select_create,Automobile_3370_Horse_2734,0.9,
462,566,reconstruction,20,868103,1lko0orul4tk1al,633e12745ad6680bd85cd356,4,8129.300000000745,,,,,,,,,,0.5000000000000001,0.9,select_create,Bird_3934_Dog_6890,0.9,
463,567,reconstruction,21,873300,1lko0orul4tk1al,633e12745ad6680bd85cd356,4,5193.5,,,,,,,,,,0.5000000000000001,0.9,select_create,Cat_3572_Dog_6564,0.9,
464,568,reconstruction,22,879224,1lko0orul4tk1al,633e12745ad6680bd85cd356,4,5919.89999999851,,,,,,,,,,0.5000000000000001,0.9,select_create,Airplane_4040_Bird_2097,0.9,
465,569,reconstruction,23,889328,1lko0orul4tk1al,633e12745ad6680bd85cd356,4,10099.400000002235,,,,,,,,,,0.5000000000000001,0.9,select_create,Dog_478_Truck_9099,0.9,
466,570,reconstruction,24,892960,1lko0orul4tk1al,633e12745ad6680bd85cd356,4,3629.300000000745,,,,,,,,,,0.6000000000000001,0.9,select_create,Airplane_8909_Dog_1793,0.9,
467,571,reconstruction,25,897408,1lko0orul4tk1al,633e12745ad6680bd85cd356,4,4444.699999999255,,,,,,,,,,0.5000000000000001,0.9,select_create,Automobile_4549_Cat_1377,0.9,
